module_id,timestamp,open,high,low,close,volume,timeframe
00002,2025-02-01,102429.5625,105502.4453125,95651.81339984223,97510.15506209411,937043.0291593753,1M
00002,2025-03-01,97510.15506209411,100201.44021463746,91401.05250535079,93032.21444552584,1006624.8148941469,1M
00002,2025-04-01,93032.21444552584,95394.49359908204,87509.47239797747,88944.19800886216,1073166.7540978626,1M
00002,2025-05-01,88944.19800886216,91021.98873104285,83937.42694686398,85201.83804044445,1136600.264139452,1M
00002,2025-06-01,85201.83804044445,87032.97600433066,80650.59747146908,81766.96017011988,1196895.7105276056,1M
00002,2025-07-01,81766.96017011988,83383.69006317206,77619.16256254404,78606.517427835,1254056.8324739472,1M
00002,2025-08-01,78606.517427835,80036.41889901867,74817.11295202217,75691.79603147964,1308115.519567426,1M
00002,2025-09-01,75691.79603147964,76958.53112858649,72221.69169373358,72997.75878650721,1359127.00618755,1M
00002,2025-10-01,72997.75878650721,74121.67571453986,69812.92316188516,70502.49992044542,1407165.5158692366,1M
00002,2025-11-01,70502.49992044542,71501.1541128987,67573.21942245273,68186.79103462698,1452320.3490210199,1M
00002,2025-12-01,68186.79103462698,69075.37415062576,65487.037514410986,66033.70072284176,1494692.438540979,1M
00002,2026-01-01,66033.70072284176,66825.38646487401,63540.61785026649,64028.275218894894,1534391.32386355,1M
00002,2026-02-01,64028.275218894894,64734.50445179068,61721.73632433342,62157.26877773355,1571532.5414962939,1M
00002,2026-03-01,62157.26877773355,62788.014110861026,60019.494328479246,60408.9156396896,1606235.3963157763,1M
00002,2026-04-01,60408.9156396896,60972.878554562565,58424.175034396656,58772.73627719048,1638621.0743589313,1M
00002,2026-05-01,58772.73627719048,59277.53002557344,56927.06223474381,57239.37222308162,1668811.0671805323,1M
00002,2026-06-01,57239.37222308162,57691.66559378233,55520.34197821653,55800.44483093817,1696925.8791811594,1M
00002,2026-07-01,55800.44483093817,56206.09291065298,54196.98223075965,54448.43424073389,1723083.9763470297,1M
00002,2026-08-01,54448.43424073389,54812.5917928143,52950.64505367607,53176.57523537922,1747400.9514455213,1M
00002,2026-09-01,53176.57523537922,53503.770037040485,51775.592059659095,51978.76734115189,1769988.8749086768,1M
00002,2026-10-01,51978.76734115189,52273.00730873196,50666.63590923737,50849.49716060295,1790955.801601816,1M
00002,2026-11-01,50849.49716060295,51114.31606529551,49619.06559446706,49783.77098972188,1810405.4205465126,1M
00002,2026-12-01,49783.77098972188,50022.297968646024,48628.590024954014,48777.05620385438,1828436.813580055,1M
00002,2027-01-01,48777.05620385438,48992.06556026368,47691.308729237244,47825.2301923953,1845144.3131754636,1M
