module_id,timestamp,open,high,low,close,volume,timeframe
00000,2025-02-01,102429.5625,105656.74404476273,99356.6796875,102579.36599959411,885170.9041593753,1M
00000,2025-03-01,102579.36599959411,105410.56162733378,99653.08487274153,102481.57536572158,906500.4803565814,1M
00000,2025-04-01,102481.57536572158,105083.79321631136,99564.64180995524,102158.65393245539,928403.7070742619,1M
00000,2025-05-01,102158.65393245539,104545.14240593821,99258.51487854416,101632.71714791433,950774.9126461997,1M
00000,2025-06-01,101632.71714791433,103816.98372035744,98756.18866166926,100925.2505270612,973520.1807394406,1M
00000,2025-07-01,100925.2505270612,102920.7859994745,98078.51734576265,100056.88918521101,996555.5207149782,1M
00000,2025-08-01,100056.88918521101,101876.98626786502,97245.52292231204,99047.2541147077,1019805.4236381279,1M
00000,2025-09-01,99047.2541147077,100704.85295153515,96276.19659919404,97914.83812620355,1043201.7095871713,1M
00000,2025-10-01,97914.83812620355,99422.3932334428,95188.43826883324,96676.93386552046,1066682.5999264456,1M
00000,2025-11-01,96676.93386552046,98046.34382158263,93998.98146212425,95349.59561340773,1090191.9770036917,1M
00000,2025-12-01,95349.59561340773,96592.15358532284,92723.33696418018,93947.63068700362,1113678.7686621584,1M
00000,2026-01-01,93947.63068700362,95073.97979205816,91375.80356245731,92484.61237022352,1137096.4527983258,1M
00000,2026-02-01,92484.61237022352,93504.71382736246,89969.47815836266,90972.91103457293,1160402.6404847547,1M
00000,2026-03-01,90972.91103457293,91896.06515965625,88516.3049001407,89423.73868797236,1183558.724042533,1M
00000,2026-04-01,89423.73868797236,90258.57691996626,87027.08284616929,87847.20292447397,1206529.5805095187,1M
00000,2026-05-01,87847.20292447397,88601.71465317858,85511.55367334424,86252.36750399353,1229283.3162450152,1M
00000,2026-06-01,86252.36750399353,86933.9154056242,83978.45218378695,84647.31731951916,1251791.0401931705,1M
00000,2026-07-01,84647.31731951916,85262.67122624349,82435.55658005745,83039.2252163504,1274026.665653774,1M
00000,2026-08-01,83039.2252163504,83594.60135164461,80889.7763701802,81434.41937466872,1295966.7308602892,1M
00000,2026-09-01,81434.41937466872,81935.48433753545,79347.20013279858,79838.44987405173,1317590.2358243153,1M
00000,2026-10-01,79838.44987405173,80290.39716145856,77813.16305358637,78256.15332045485,1338878.4949009824,1M
00000,2026-11-01,78256.15332045485,78663.7032465106,76292.30826414548,76691.71533067054,1359814.9945763925,1M
00000,2026-12-01,76691.71533067054,77059.16526069115,74788.66820637221,75148.72977097506,1380385.2641197061,1M
00000,2027-01-01,75148.72977097506,75479.985514567,73305.69253499543,73630.25483819902,1400576.7508845127,1M
